Date, Race, Distance, Ascent, Venue, Country, Region, Distance (mil), Climb (m), Gmap, Web
Sun 11th Jun 2017 at 11:00,Passing Clouds,15.7km / 9.8m,565m / 1854ft,Visitor Centre Tittesworth reservoir Leek ST13 8SW,England,Peak District,9.8,565,53.129729 -0.515850,http://fellrunner.org.uk/races.php?id=5078 
Sun 30th Apr 2017 at 10:00,Narradale,20km / 12.4m,1080m / 3543ft,Sulby Claddagh IOM,England,Isle of Man,12.4,1080,Sulby Claddagh IOM,http://fellrunner.org.uk/races.php?id=5079 
Wed 26th Jul 2017 at 19:00,Lee Mill,10km / 6.2m,332m / 1089ft,Lee Mill Quarry site,England,South/West Pennines,6.2,332,53.686195 -2.204372,http://fellrunner.org.uk/races.php?id=5080 
Sun 26th Nov 2017 at 10:00,Lee Mill Relay,10km / 6.2m,340m / 1115ft,SD866211,England,South/West Pennines,6.2,340,53.686195 -2.204372,http://fellrunner.org.uk/races.php?id=5081 
Thu 6th Jul 2017 at 19:15,Tockholes Evening,9.3km / 5.8m,335m / 1099ft,The Rock Public House Tockholes Rd Tockholes Darwen,England,South/West Pennines,5.8,335,53.705941 -2.513500,http://fellrunner.org.uk/races.php?id=5082 
Sat 1st Jul 2017 at 15:15,Oakworth Haul,9km / 5.6m,250m / 820ft,Oakworth Gala field Victoria Rd Oakworth BD22 7HT,England,South/West Pennines,5.6,250,Oakworth Gala field Victoria Rd Oakworth BD22 7HT,http://fellrunner.org.uk/races.php?id=5083 
Sun 22nd Oct 2017 at 09:00,Peak Raid 3 - Round 1 Of 4,Unknown,Unknown,Peak District exact location 1 month beforehand,England,Peak District,0.0,0,Peak District exact location 1 month beforehand,http://fellrunner.org.uk/races.php?id=5084 
Sat 1st Apr 2017 at 11:00,Chicken Run,9.4km / 5.8m,322m / 1056ft,Hayfield Primary School Swallow House Lane SK22 2HB,England,Peak District,5.8,322,Hayfield Primary School Swallow House Lane SK22 2HB,http://fellrunner.org.uk/races.php?id=5085 
Sun 16th Apr 2017 at 10:30,5 Tors,12.6km / 7.8m,313m / 1027ft,Minions Liskeard Cornwall PL14 5LE,England,South West,7.8,313,50.515610 -4.452884,http://fellrunner.org.uk/races.php?id=5086 
Sun 5th Mar 2017 at 10:30,Glaisdale Rigg,13.7km / 8.5m,562m / 1844ft,Arnecliffe Arms Glaisdale Castleton Whitby,England,North York Moors,8.5,562,Arnecliffe Arms Glaisdale Castleton Whitby,http://fellrunner.org.uk/races.php?id=5087 
Sat 11th Mar 2017 at 12:00,Black Combe,13km / 8.1m,1000m / 3281ft,Silecroft Village Hall LA18 5LP,England,Lake District,8.1,1000,54.227256 -3.331415,http://fellrunner.org.uk/races.php?id=5088 
Sat 7th Oct 2017 at 10:00,Curbar Commotion,14.4km / 8.9m,403m / 1322ft,Curbar Primary School S32,England,Peak District,8.9,403,53.261543 -1.629677,http://fellrunner.org.uk/races.php?id=5089 
Sun 15th Oct 2017 at 11:00,Andrew Heywood Memorial Windgather,21.7km / 13.5m,762m / 2500ft,Burbage Institute Bishops Lane Buxton SK17 6UL,England,Peak District,13.5,762,Burbage Institute Bishops Lane Buxton SK17 6UL,http://fellrunner.org.uk/races.php?id=5090 
Fri 23rd Jun 2017 at 19:45,Tideswell,7.1km / 4.4m,260m / 853ft,Tideswell Dale picnic area car park,England,Peak District,4.4,260,53.264595 -1.772078,http://fellrunner.org.uk/races.php?id=5091 
Sat 2nd Sep 2017 at 11:00,Derek Price Memorial Grisedale Horseshoe,16km / 9.9m,1525m / 5003ft,Glenridding Village Hall Glenridding CA11 0PA,England,Lake District,9.9,1525,Glenridding Village Hall Glenridding CA11 0PA,http://fellrunner.org.uk/races.php?id=5092 
Sat 10th Jun 2017,Lakeside - Gummers How,Unknown,Unknown,Lakeside Hotel Newby Bridge LA12 8AT,England,Lake District,0.0,0,Lakeside Hotel Newby Bridge LA12 8AT,http://fellrunner.org.uk/races.php?id=5093 
Sun 19th Mar 2017 at 11:15,Rivock Edge,10.9km / 6.8m,269m / 883ft,Silsden Sports Club Keighley Road Silsden Keighley BD20 0EH,England,South/West Pennines,6.8,269,Silsden Sports Club Keighley Road Silsden Keighley BD20 0EH,http://fellrunner.org.uk/races.php?id=5094 
Wed 6th Sep 2017 at 19:00,Sourton Tors,3.9km / 2.4m,244m / 801ft,Bearslake Inn Lake Sourton,England,South West,2.4,244,50.680183 -4.084901,http://fellrunner.org.uk/races.php?id=5095 
Sat 26th Aug 2017 at 11:00,Oke Croak,16.7km / 10.4m,628m / 2060ft,Okehampton Running Club,England,South West,10.4,628,50.733870 -3.998001,http://fellrunner.org.uk/races.php?id=5096 
Sat 5th Aug 2017 at 14:00,Marilyn's Meldon Madness ( Formerly Great West ),8km / 5m,415m / 1362ft,Meldon reservoir Okehampton,England,South West,5.0,415,50.707071 -4.039353,http://fellrunner.org.uk/races.php?id=5097 
Sat 1st Apr 2017 at 11:00,New Dungeon Ghyll,5.6km / 3.5m,640m / 2100ft,New Dungeon Ghyll carpark Great Langdale LA22 9JX,England,Lake District,3.5,640,New Dungeon Ghyll carpark Great Langdale LA22 9JX,http://fellrunner.org.uk/races.php?id=5098 
Sat 11th Mar 2017 at 08:00,Haworth Hobble,51km / 31.7m,1340m / 4396ft,Haworth Primary School Rawdon Road Haworth BD22 8DW,England,South/West Pennines,31.7,1340,53.831651 -1.953731,http://fellrunner.org.uk/races.php?id=5100 
Sun 17th Sep 2017 at 15:00,Beefy's Nab,4.8km / 3m,198m / 650ft,Denholme Rd Leeming Oxenhope Keighley BD22 9NU,England,South/West Pennines,3.0,198,Denholme Rd Leeming Oxenhope Keighley BD22 9NU,http://fellrunner.org.uk/races.php?id=5101 
Wed 3rd May 2017 at 19:30,Lothersdale,5.8km / 3.6m,180m / 591ft,Village Hall Lothersdale Skipton,England,South/West Pennines,3.6,180,53.910152 -2.062379,http://fellrunner.org.uk/races.php?id=5102 
Wed 5th Jul 2017 at 19:30,Rob Shepherd's Stirton,9km / 5.6m,360m / 1181ft,Stirton Skipton,England,South/West Pennines,5.6,360,53.971276 -2.045702,http://fellrunner.org.uk/races.php?id=5103 
Sun 29th Oct 2017 at 11:00,Bronte Way,12km / 7.5m,351m / 1152ft,Aisled Barn Wycoller Country Park Trawden Colne BB8 8SY,England,South/West Pennines,7.5,351,53.848106 -2.104845,http://fellrunner.org.uk/races.php?id=5104 
Wed 17th May 2017 at 19:30,Kildwick,6km / 3.7m,245m / 804ft,White Lion  Kildwick between Keighley and Skipton,England,South/West Pennines,3.7,245,53.907471 -1.984745,http://fellrunner.org.uk/races.php?id=5105 
Sat 23rd Sep 2017 at 12:30,Fallfest 5,7.9km / 4.9m,182m / 597ft,Glusburn Community and Arts Centre BD20 8PJ,England,York. Dales,4.9,182,53.899383 -1.999967,http://fellrunner.org.uk/races.php?id=5106 
Sun 19th Nov 2017 at 11:00,Wrekin Wrecker,12.9km / 8m,732m / 2402ft,Buckatree Hall Hotel Wellington TF6 5AL,England,Shropshire/Welsh Borders,8.0,732,Buckatree Hall Hotel Wellington TF6 5AL,http://fellrunner.org.uk/races.php?id=5107 
Sun 9th Jul 2017 at 11:00,Bollington Nostalgia,11.4km / 7.1m,372m / 1220ft,Bridgend Centre104 Palmerston St Bollington SK10 5PW,England,Peak District,7.1,372,53.298032 -2.097484,http://fellrunner.org.uk/races.php?id=5108 
Sun 26th Feb 2017,Mercia Hill Trial,Unknown,Unknown,TBC 1 month before event: South Shropshire,England,Shropshire/Welsh Borders,0.0,0,TBC 1 month before event: South Shropshire,http://fellrunner.org.uk/races.php?id=5109 
Sat 28th Oct 2017 at 10:00,Hell O' The Mynd,50km / 31.1m,5000m / 16404ft,Womerton Farm All Stretton SY6 6LJ,England,Shropshire/Welsh Borders,31.1,5000,Womerton Farm All Stretton SY6 6LJ,http://fellrunner.org.uk/races.php?id=5110 
Sat 25th Mar 2017 at 12:00,Long Mynd Valleys English Champs,18.5km / 11.5m,1372m / 4501ft,Cardingmill Valley Church Stretton SY6 6JG,England,Shropshire/Welsh Borders,11.5,1372,Cardingmill Valley Church Stretton SY6 6JG,http://fellrunner.org.uk/races.php?id=5111 
Sat 22nd Apr 2017,Anniversary Wa!,Unknown,Unknown,Stair Institute Newlands Cumbria CA12 5UF,England,Lake District,0.0,0,Stair Institute Newlands Cumbria CA12 5UF,http://fellrunner.org.uk/races.php?id=5112 
Sun 23rd Apr 2017 at 11:30,Kinder Downfall,15.4km / 9.6m,600m / 1968ft,Scout Hut Swallow House Lane,England,Peak District,9.6,600,Scout Hut Swallow House Lane,http://fellrunner.org.uk/races.php?id=5113 
Sun 8th Oct 2017 at 10:30,Withins Junior Curly Wurly Rat Runs,Unknown,Unknown,Penistone Hill Country Park Haworth Keighley,England,South/West Pennines,0.0,0,Penistone Hill Country Park Haworth Keighley,http://fellrunner.org.uk/races.php?id=5114 
Wed 2nd Aug 2017 at 19:30,Cracken Edge,11.3km / 7m,442m / 1450ft,Kinder MRT HQ behind George Hotel Hayfield SK22 2JE,England,Peak District,7.0,442,53.378956 -1.945843,http://fellrunner.org.uk/races.php?id=5115 
Sun 15th Jan 2017 at 10:30,Soreen Stanbury Juniors,Unknown,Unknown,Penistone Hill Country Park Haworth Keighley,England,South/West Pennines,0.0,0,Penistone Hill Country Park Haworth Keighley,http://fellrunner.org.uk/races.php?id=5116 
Sun 17th Dec 2017 at 10:30,Stoop Junior Curly Wurly Races,Unknown,Unknown,Penistone Hill Country Park Haworth Keighley,England,South/West Pennines,0.0,0,Penistone Hill Country Park Haworth Keighley,http://fellrunner.org.uk/races.php?id=5117 
Sat 20th May 2017 at 08:00,Old Counties Tops,59km / 36.7m,3050m / 10006ft,New Dungeon Gill Hotel Great Langdale,England,Lake District,36.7,3050,New Dungeon Gill Hotel Great Langdale,http://fellrunner.org.uk/races.php?id=5118 
Sun 17th Dec 2017 at 11:30,Stoop,8km / 5m,250m / 820ft,Penistone Hill Country Park Haworth Keighley,England,South/West Pennines,5.0,250,Penistone Hill Country Park Haworth Keighley,http://fellrunner.org.uk/races.php?id=5119 
Sun 15th Jan 2017 at 11:30,Soreen Stanbury Splash,12km / 7.5m,400m / 1312ft,Penistone Hill Country Park Haworth Keighley,England,South/West Pennines,7.5,400,Penistone Hill Country Park Haworth Keighley,http://fellrunner.org.uk/races.php?id=5120 
Sun 5th Feb 2017 at 10:30,Mickleden Straddle,23km / 14.3m,741m / 2431ft,Langsett Barn S36 4GY on A616,England,Peak District,14.3,741,Langsett Barn S36 4GY on A616,http://fellrunner.org.uk/races.php?id=5121 
Thu 8th Jun 2017 at 19:30,Walsh Two Lads,8.4km / 5.2m,274m / 899ft,Bridge Inn Church St Horwich,England,South/West Pennines,5.2,274,Bridge Inn Church St Horwich,http://fellrunner.org.uk/races.php?id=5122 
Sat 10th Jun 2017 at 11:00,Ennerdale Horseshoe,36.8km / 22.9m,2290m / 7513ft,Ennerdale scout camp,England,Lake District,22.9,2290,Ennerdale scout camp,http://fellrunner.org.uk/races.php?id=5123 
Sat 22nd Jul 2017 at 14:30,Lingmell Dash,7.2km / 4.5m,762m / 2500ft,Wasdale Head Inn carpark CA20 1EX,England,Lake District,4.5,762,54.468041 -3.255904,http://fellrunner.org.uk/races.php?id=5124 
Thu 18th May 2017 at 19:00,Tansley Hills,8.5km / 5.3m,305m / 1001ft,Tansley Primary School DE4 5FG,England,Peak District,5.3,305,Tansley Primary School DE4 5FG,http://fellrunner.org.uk/races.php?id=5125 
Wed 5th Apr 2017 at 19:00,Grisedale Grind,4km / 2.5m,480m / 1575ft,Revelin Moss opposite Whinlatter Visitor Centre,England,Lake District,2.5,480,Revelin Moss opposite Whinlatter Visitor Centre,http://fellrunner.org.uk/races.php?id=5126 
Wed 26th Apr 2017 at 19:00,Lords Seat,8km / 5m,430m / 1411ft,Siskin's Cafe Whinlatter Visitor Centre,England,Lake District,5.0,430,Siskin's Cafe Whinlatter Visitor Centre,http://fellrunner.org.uk/races.php?id=5127 
Sun 10th Dec 2017 at 11:00,Litton Christmas Cracker,12.2km / 7.6m,360m / 1181ft,Litton Village Hall SK17 8QX,England,Peak District,7.6,360,53.273555 -1.757035,http://fellrunner.org.uk/races.php?id=5128 
Sat 7th Oct 2017 at 11:00,Langdale Horseshoe,21.1km / 13.1m,1450m / 4757ft,Old Dungeon Ghyll Great Langdale LA22 9JY,England,Lake District,13.1,1450,Old Dungeon Ghyll Great Langdale LA22 9JY,http://fellrunner.org.uk/races.php?id=5129 
Sun 11th Jun 2017 at 10:30,Surrey Hills Race A,30km / 18.6m,800m / 2625ft,Nower Recreation Ground Dorking Surrey,England,South East,18.6,800,51.224813 -0.340180,http://fellrunner.org.uk/races.php?id=5130 
Sun 11th Jun 2017 at 10:30,Surrey Hills Race B,16km / 9.9m,400m / 1312ft,Nower Recreation Ground Dorking Surrey,England,South East,9.9,400,51.224813 -0.340180,http://fellrunner.org.uk/races.php?id=5131 
Sun 11th Jun 2017 at 10:30,Surrey Hills Race C,10km / 6.2m,200m / 656ft,Nower Recreation Ground Dorking Surrey,England,South East,6.2,200,51.224813 -0.340180,http://fellrunner.org.uk/races.php?id=5132 
Sun 13th Aug 2017 at 12:00,Lowther Lakeland Trail,21km / 13m,430m / 1411ft,Lowther CA10 2HG,England,Lake District,13.0,430,54.608886 -2.743114,http://fellrunner.org.uk/races.php?id=5133 
Sat 28th Jan 2017 at 13:30,Ard Whallin,12km / 7.5m,750m / 2461ft,Ard Whallin Outdoor Centre Baldwin IOM,England,Isle of Man,7.5,750,Ard Whallin Outdoor Centre Baldwin IOM,http://fellrunner.org.uk/races.php?id=5134 
Sun 9th Jul 2017 at 12:00,Masanga ( Cadover Bridge ),9km / 5.6m,350m / 1148ft,Cadover Bridge,England,South West,5.6,350,50.461789 -4.024556,http://fellrunner.org.uk/races.php?id=5135 
Sat 21st Jan 2017 at 11:00,Box Hill,12km / 7.5m,530m / 1739ft,Ashcombe School Dorking RH4 1LY,England,South East,7.5,530,51.239930 -0.328175,http://fellrunner.org.uk/races.php?id=5136 
Sun 18th Jun 2017 at 17:30,Castle Canter,12km / 7.5m,466m / 1529ft,Doboyd Castle Todmorden Park at Bacup Road coach park OL14 7PJ,England,South/West Pennines,7.5,466,Doboyd Castle Todmorden Park at Bacup Road coach park OL14 7PJ,http://fellrunner.org.uk/races.php?id=5137 
Sun 11th Jun 2017 at 11:00,Howtown,21.4km / 13.3m,1400m / 4593ft,Howtown Bobbin Mill,England,Lake District,13.3,1400,Howtown Bobbin Mill,http://fellrunner.org.uk/races.php?id=5138 
Sun 1st Jan 2017 at 12:00,Giant's Tooth,4.8km / 3m,120m / 394ft,Causeway Foot Inn on A629 Halifax-Keighley Rd HX2 8XX,England,South/West Pennines,3.0,120,Causeway Foot Inn on A629 Halifax-Keighley Rd HX2 8XX,http://fellrunner.org.uk/races.php?id=5139 
Wed 10th May 2017,Yr Hafod,10km / 6.2m,310m / 1017ft,Hafod Estate Pontrhydygroes 15 miles east of Aberystwyth on B4574 SY25 6DX SN768736,Wales,Wales,6.2,310,52.346603 -3.810053,http://fellrunner.org.uk/races.php?id=5140 
Sun 30th Apr 2017 at 11:00,Y Diafol,21km / 13m,600m / 1968ft,Woodlands Caravan Park Devil's Bridge Aberystwyth SY23 3JW 745733,Wales,Wales,13.0,600,Woodlands Caravan Park Devil's Bridge Aberystwyth SY23 3JW 745733,http://fellrunner.org.uk/races.php?id=5141 
Sat 29th Apr 2017 at 13:00,Red Kite Challenge,21km / 13m,700m / 2297ft,Woodlands Caravan Park Devil's Bridge Aberystwyth SY23 3JW 745733,Wales,Wales,13.0,700,Woodlands Caravan Park Devil's Bridge Aberystwyth SY23 3JW 745733,http://fellrunner.org.uk/races.php?id=5142 
Sun 6th Aug 2017,Arenig Fawr,13km / 8.1m,1000m / 3281ft,Arenig Quarry SH 830393,Wales,Wales,8.1,1000,Arenig Quarry SH 830393,http://fellrunner.org.uk/races.php?id=5143 
Sun 21st May 2017 at 11:30,Saddleworth,4.7km / 2.9m,290m / 951ft,Tanners Waterside Mill Greenfield Saddleworth OL3 7NH,England,South/West Pennines,2.9,290,53.530875 -1.998451,http://fellrunner.org.uk/races.php?id=5144 
Sun 26th Feb 2017 at 11:00,Badger Bar Blast,12km / 7.5m,677m / 2221ft,Badger Bar Grasmere Rd Ambleside LA22 9LR,England,Lake District,7.5,677,Badger Bar Grasmere Rd Ambleside LA22 9LR,http://fellrunner.org.uk/races.php?id=5145 
Wed 21st Jun 2017 at 19:15,Whorlton Run,6.2km / 3.9m,427m / 1401ft,Swainby Village Hall Stokesley N Yorks,England,North York Moors,3.9,427,Swainby Village Hall Stokesley N Yorks,http://fellrunner.org.uk/races.php?id=5146 
Tue 18th Apr 2017 at 19:30,Bunny Run 3,4.8km / 3m,100m / 328ft,Old Sun Hotel Haworth W Yorks 5 min walk to start,England,South/West Pennines,3.0,100,Old Sun Hotel Haworth W Yorks 5 min walk to start,http://fellrunner.org.uk/races.php?id=5147 
Tue 11th Apr 2017 at 19:15,Bunny Run 2,4.8km / 3m,100m / 328ft,Old Sun Hotel Haworth W Yorks 5 min walk to start,England,South/West Pennines,3.0,100,Old Sun Hotel Haworth W Yorks 5 min walk to start,http://fellrunner.org.uk/races.php?id=5148 
Tue 4th Apr 2017 at 19:00,Bunny Run 1,4.8km / 3m,100m / 328ft,Old Sun Hotel Haworth W Yorks 5 min walk to start,England,South/West Pennines,3.0,100,Old Sun Hotel Haworth W Yorks 5 min walk to start,http://fellrunner.org.uk/races.php?id=5149 
Tue 25th Apr 2017 at 19:30,Bunny Run Relay,Unknown,Unknown,Old Sun Hotel Haworth W Yorks 5 min walk to start,England,South/West Pennines,0.0,0,Old Sun Hotel Haworth W Yorks 5 min walk to start,http://fellrunner.org.uk/races.php?id=5150 
Sun 31st Dec 2017 at 11:30,Daleside Brewery Auld Lang Syne,9.6km / 6m,300m / 984ft,Penistone Hill Country Park Haworth Keighley,England,South/West Pennines,6.0,300,Penistone Hill Country Park Haworth Keighley,http://fellrunner.org.uk/races.php?id=5151 
Sun 10th Sep 2017,La Sportiva Lake District Mountain Trial,Unknown,Unknown,Buttermere CA13 9XA,England,Lake District,0.0,0,54.522960 -3.246774,http://fellrunner.org.uk/races.php?id=5153 
Sun 22nd Oct 2017 at 11:00,Clwydian Hills,14.5km / 9m,900m / 2953ft,Cilcain Village Hall CH7 5NN,Wales,Wales,9.0,900,53.177531 -3.232840,http://fellrunner.org.uk/races.php?id=5154 
Thu 3rd Aug 2017 at 19:30,Bluebell 2,6.5km / 4m,136m / 446ft,Bluebell Inn Farnah Green Belper DE56 2UP,England,Peak District,4.0,136,Bluebell Inn Farnah Green Belper DE56 2UP,http://fellrunner.org.uk/races.php?id=5155 
Sun 10th Sep 2017 at 11:30,Bluebell 3,6.5km / 4m,136m / 446ft,Bluebell Inn Farnah Green Belper DE56 2UP,England,Peak District,4.0,136,Bluebell Inn Farnah Green Belper DE56 2UP,http://fellrunner.org.uk/races.php?id=5156 
Sun 16th Apr 2017 at 11:00,Peat Pits Wood 1,4.7km / 2.9m,106m / 348ft,Bear Inn Sandhall Lane Alderwasley Derbyshire DE56 2RD,England,Peak District,2.9,106,Bear Inn Sandhall Lane Alderwasley Derbyshire DE56 2RD,http://fellrunner.org.uk/races.php?id=5157 
Sun 7th May 2017 at 11:30,Peat Pits Wood 2,5.5km / 3.4m,106m / 348ft,Bear Inn Sandhall Lane Alderwasley Derbyshire DE56 2RD,England,Peak District,3.4,106,Bear Inn Sandhall Lane Alderwasley Derbyshire DE56 2RD,http://fellrunner.org.uk/races.php?id=5158 
Sun 16th Jul 2017 at 11:00,Up The Nab,6.4km / 4m,365m / 1197ft,Glossop Rugby Club Hargate Hill Lane Charlesworth SK13 5HG,England,Peak District,4.0,365,53.436495 -1.987917,http://fellrunner.org.uk/races.php?id=5160 
Sun 10th Sep 2017 at 11:00,Padfield Plum Fair Scamper,8.8km / 5.5m,320m / 1050ft,Padfield Recreation Ground Hadfield,England,Peak District,5.5,320,Padfield Recreation Ground Hadfield,http://fellrunner.org.uk/races.php?id=5161 
Sun 2nd Apr 2017 at 11:00,Lad's Leap,9.5km / 5.9m,518m / 1699ft,Crowden Campsite Woodhead off A628,England,Peak District,5.9,518,Crowden Campsite Woodhead off A628,http://fellrunner.org.uk/races.php?id=5162 
Sun 28th May 2017 at 11:00,James' Thorn,8km / 5m,491m / 1611ft,Registration and parking at Glossop Golf Club Glossop SK17 3PU,England,Peak District,5.0,491,Registration and parking at Glossop Golf Club Glossop SK17 3PU,http://fellrunner.org.uk/races.php?id=5163 
Sun 20th Aug 2017 at 11:00,Crowden Horseshoe,12.9km / 8m,518m / 1699ft,Crowden campsite Woodhead off A628,England,Peak District,8.0,518,Crowden campsite Woodhead off A628,http://fellrunner.org.uk/races.php?id=5164 
Sun 4th Jun 2017 at 11:00,Chunal,4.8km / 3m,305m / 1001ft,The Grouse Inn Chunal,England,Peak District,3.0,305,The Grouse Inn Chunal,http://fellrunner.org.uk/races.php?id=5165 
Sat 23rd Sep 2017 at 09:30,Peak District Challenge Copper,25km / 15.5m,500m / 1640ft,Hathersage S32 1DU SK 232 814,England,Peak District,15.5,500,Hathersage S32 1DU SK 232 814,http://fellrunner.org.uk/races.php?id=5166 
Sat 23rd Sep 2017 at 08:30,Peak District Challenge Bronze,50km / 31.1m,1200m / 3937ft,Hathersage S32 1DU,England,Peak District,31.1,1200,53.329029 -1.653117,http://fellrunner.org.uk/races.php?id=5167 
Sun 25th Jun 2017 at 10:00,North Devon  Aonb Marathon,42.2km / 26.2m,1031m / 3383ft,The Green Esplanade Woolacombe Devon,England,South West,26.2,1031,The Green Esplanade Woolacombe Devon,http://fellrunner.org.uk/races.php?id=5168 
Sun 25th Jun 2017 at 10:15,North Devon Aonb Half Marathon,22km / 13.7m,413m / 1355ft,The Green Esplanade Woolacombe North Devon,England,South West,13.7,413,The Green Esplanade Woolacombe North Devon,http://fellrunner.org.uk/races.php?id=5169 
Sun 20th Aug 2017 at 14:30,Lakeland Country Fair,11km / 6.8m,716m / 2349ft,Showfield Torver Coniston LA21 8BQ,England,Lake District,6.8,716,54.334751 -3.099576,http://fellrunner.org.uk/races.php?id=5171 
Sat 30th Sep 2017 at 13:30,Isle Of Man Junior Hill Championships,Unknown,Unknown,Brada West Port Erin,England,Isle of Man,0.0,0,Brada West Port Erin,http://fellrunner.org.uk/races.php?id=5172 
Sat 25th Feb 2017 at 14:00,Inov-8 High Cup Nick,15km / 9.3m,460m / 1509ft,Dufton Village Hall CA16 6DB,England,North Pennines,9.3,460,Dufton Village Hall CA16 6DB,http://fellrunner.org.uk/races.php?id=5173 
Sat 13th May 2017 at 10:45,Cressbrook Crawl,10.5km / 6.5m,350m / 1148ft,Cressbrook Club Cressbrook SK17 8SX,England,Peak District,6.5,350,53.254657 -1.746649,http://fellrunner.org.uk/races.php?id=5174 
Mon 1st May 2017 at 13:30,Coiners,10.8km / 6.7m,295m / 968ft,Mytholmroyd Community and Leisure Centre HX7 5AF,England,South/West Pennines,6.7,295,53.729511 -1.984807,http://fellrunner.org.uk/races.php?id=5175 
Sun 3rd Sep 2017 at 13:30,Bradley,6km / 3.7m,230m / 755ft,Playing Fields Bradley Skipton BD20 9DF,England,South/West Pennines,3.7,230,Playing Fields Bradley Skipton BD20 9DF,http://fellrunner.org.uk/races.php?id=5176 
Sun 19th Mar 2017 at 11:00,Wrekin,8.8km / 5.5m,519m / 1703ft,Ercall Wood School Golf Links Lane Wellington Telford TF1 2DT,England,Shropshire/Welsh Borders,5.5,519,52.691980 -2.514833,http://fellrunner.org.uk/races.php?id=5177 
Sun 23rd Apr 2017 at 11:00,Wirksworth Incline,6.4km / 4m,208m / 682ft,Ravenstor Rd Wirksworth DE4 4FY,England,Peak District,4.0,208,Ravenstor Rd Wirksworth DE4 4FY,http://fellrunner.org.uk/races.php?id=5178 
Sun 22nd Oct 2017 at 10:30,Stuart Learmouth Wirksworth Undulator,13.5km / 8.4m,384m / 1260ft,Stoney Woods Wirksworth Derbyshire on the B5023,England,Peak District,8.4,384,53.086075 -1.574448,http://fellrunner.org.uk/races.php?id=5179 
Sat 10th Jun 2017 at 11:00,Weets,8.8km / 5.5m,550m / 1804ft,Letcliffe Park Barnoldswick,England,York. Dales,5.5,550,Letcliffe Park Barnoldswick,http://fellrunner.org.uk/races.php?id=5180 
Sat 27th May 2017 at 12:00,Weets English Champs,9.8km / 6.1m,550m / 1804ft,Letcliffe Park Barnoldswick,England,York. Dales,6.1,550,Letcliffe Park Barnoldswick,http://fellrunner.org.uk/races.php?id=5181 
Sat 5th Aug 2017 at 14:30,Tegg's Nose,12.8km / 8m,525m / 1722ft,Trials field Bullocks Lane Sutton Macclesfield SK11 0HE,England,Peak District,8.0,525,Trials field Bullocks Lane Sutton Macclesfield SK11 0HE,http://fellrunner.org.uk/races.php?id=5182 
Sun 3rd Sep 2017 at 11:00,Stretton Skyline,30.5km / 18.9m,1357m / 4452ft,Church Stretton Social Club Essex Road Church Stretton,England,Shropshire/Welsh Borders,18.9,1357,Church Stretton Social Club Essex Road Church Stretton,http://fellrunner.org.uk/races.php?id=5183 
Thu 24th Aug 2017 at 19:00,Pilsley,9.8km / 6.1m,245m / 804ft,Devonshire Arms Pilsley DE45 1UL,England,Peak District,6.1,245,53.236402 -1.638884,http://fellrunner.org.uk/races.php?id=5184 
Fri 12th May 2017 at 19:30,Pinhaw,8km / 5m,213m / 699ft,BB18 NN,England,South/West Pennines,5.0,213,BB18 NN,http://fellrunner.org.uk/races.php?id=5185 
Sat 12th Aug 2017 at 13:00,Sticklepath Horseshoe,15.5km / 9.6m,519m / 1703ft,Sticklepath,England,South West,9.6,519,50.729669 -3.926970,http://fellrunner.org.uk/races.php?id=5186 
Sun 2nd Apr 2017 at 11:00,Muncaster Luck,15km / 9.3m,620m / 2034ft,Muncaster Castle car park CA18 1RD,England,Lake District,9.3,620,54.356910 -3.391006,http://fellrunner.org.uk/races.php?id=5187 
Sat 8th Jul 2017 at 08:00,Manx Mountain Marathon,51km / 31.7m,2500m / 8202ft,Market Square Ramsay IOM,England,Isle of Man,31.7,2500,Market Square Ramsay IOM,http://fellrunner.org.uk/races.php?id=5188 
Sat 5th Aug 2017 at 15:15,Hellifield Gala,5.6km / 3.5m,260m / 853ft,Hellifield Recreation Field,England,York. Dales,3.5,260,Hellifield Recreation Field,http://fellrunner.org.uk/races.php?id=5189 
Sat 3rd Jun 2017 at 14:00,Kelbrook,5.5km / 3.4m,213m / 699ft,Meadow Kelbrook Village SD903447,England,South/West Pennines,3.4,213,53.898391 -2.149104,http://fellrunner.org.uk/races.php?id=5190 
Sun 2nd Jul 2017 at 15:55,Langdale Gala,1.9km / 1.2m,178m / 584ft,Wallthwaite Meadow Chapel Stile Ambleside,England,Lake District,1.2,178,Wallthwaite Meadow Chapel Stile Ambleside,http://fellrunner.org.uk/races.php?id=5191 
Wed 14th Jun 2017 at 19:00,James Coulson Laxey Fell,13km / 8.1m,650m / 2133ft,Glen Ruy Farm Laxey IOM,England,Isle of Man,8.1,650,Glen Ruy Farm Laxey IOM,http://fellrunner.org.uk/races.php?id=5192 
Sat 25th Feb 2017 at 13:30,Glen Mona,13km / 8.1m,650m / 2133ft,Glen Mona Hotel Glen Mona IoM,England,Isle of Man,8.1,650,Glen Mona Hotel Glen Mona IoM,http://fellrunner.org.uk/races.php?id=5193 
Sun 13th Aug 2017 at 14:00,Forestburn,5.6km / 3.5m,150m / 492ft,Gate Pub on B6342 NE61 4PT,England,Northumberland / Durham,3.5,150,55.260826 -1.896135,http://fellrunner.org.uk/races.php?id=5194 
